timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1696433518678,85,HTTP Request,200,OK,Thread Group 1-83,text,true,,11697,143,45,45,https://frontend-lacrei-pessoa-usuaria.vercel.app/,84,0,0
1696433517591,1198,HTTP Request,200,OK,Thread Group 1-96,text,true,,11697,143,44,44,https://frontend-lacrei-pessoa-usuaria.vercel.app/,1198,0,0
1696433518755,91,HTTP Request,200,OK,Thread Group 1-89,text,true,,11697,143,44,44,https://frontend-lacrei-pessoa-usuaria.vercel.app/,91,0,0
1696433518789,62,HTTP Request,200,OK,Thread Group 1-96,text,true,,11697,143,43,43,https://frontend-lacrei-pessoa-usuaria.vercel.app/,62,0,0
1696433517057,2209,HTTP Request,200,OK,Thread Group 1-43,text,true,,11697,143,42,42,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2209,0,0
1696433517066,2203,HTTP Request,200,OK,Thread Group 1-44,text,true,,11673,143,42,42,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2203,0,0
1696433517095,2198,HTTP Request,200,OK,Thread Group 1-47,text,true,,11697,143,42,42,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2198,0,1
1696433517075,2230,HTTP Request,200,OK,Thread Group 1-45,text,true,,11697,143,42,42,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2228,0,1
1696433517087,2219,HTTP Request,200,OK,Thread Group 1-46,text,true,,11697,143,42,42,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2219,0,0
1696433517131,2197,HTTP Request,200,OK,Thread Group 1-50,text,true,,11697,143,42,42,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2196,0,0
1696433519270,65,HTTP Request,200,OK,Thread Group 1-44,text,true,,11697,143,42,42,https://frontend-lacrei-pessoa-usuaria.vercel.app/,64,0,0
1696433519266,73,HTTP Request,200,OK,Thread Group 1-43,text,true,,11697,143,41,41,https://frontend-lacrei-pessoa-usuaria.vercel.app/,72,0,0
1696433517149,2191,HTTP Request,200,OK,Thread Group 1-52,text,true,,11697,143,40,40,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2191,0,1
1696433517140,2230,HTTP Request,200,OK,Thread Group 1-51,text,true,,11697,143,40,40,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2230,0,1
1696433519307,79,HTTP Request,200,OK,Thread Group 1-46,text,true,,11697,143,40,40,https://frontend-lacrei-pessoa-usuaria.vercel.app/,76,0,0
1696433519305,83,HTTP Request,200,OK,Thread Group 1-45,text,true,,11697,143,39,39,https://frontend-lacrei-pessoa-usuaria.vercel.app/,82,0,0
1696433519293,95,HTTP Request,200,OK,Thread Group 1-47,text,true,,11697,143,38,38,https://frontend-lacrei-pessoa-usuaria.vercel.app/,94,0,0
1696433519328,78,HTTP Request,200,OK,Thread Group 1-50,text,true,,11697,143,37,37,https://frontend-lacrei-pessoa-usuaria.vercel.app/,62,0,0
1696433517200,2208,HTTP Request,200,OK,Thread Group 1-57,text,true,,11697,143,36,36,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2207,0,1
1696433519340,69,HTTP Request,200,OK,Thread Group 1-52,text,true,,11697,143,36,36,https://frontend-lacrei-pessoa-usuaria.vercel.app/,69,0,0
1696433519370,74,HTTP Request,200,OK,Thread Group 1-51,text,true,,11697,143,35,35,https://frontend-lacrei-pessoa-usuaria.vercel.app/,71,0,0
1696433517271,2200,HTTP Request,200,OK,Thread Group 1-64,text,true,,11697,143,34,34,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2200,0,0
1696433519408,65,HTTP Request,200,OK,Thread Group 1-57,text,true,,11697,143,34,34,https://frontend-lacrei-pessoa-usuaria.vercel.app/,64,0,0
1696433519471,66,HTTP Request,200,OK,Thread Group 1-64,text,true,,11697,143,33,33,https://frontend-lacrei-pessoa-usuaria.vercel.app/,64,0,0
1696433517328,2233,HTTP Request,200,OK,Thread Group 1-70,text,true,,11697,143,32,32,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2231,0,1
1696433517378,2197,HTTP Request,200,OK,Thread Group 1-75,text,true,,11697,143,32,32,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2196,0,1
1696433519575,64,HTTP Request,200,OK,Thread Group 1-75,text,true,,11697,143,32,32,https://frontend-lacrei-pessoa-usuaria.vercel.app/,63,0,0
1696433517465,2187,HTTP Request,200,OK,Thread Group 1-84,text,true,,11697,143,31,31,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2186,0,0
1696433519562,128,HTTP Request,200,OK,Thread Group 1-70,text,true,,11697,143,31,31,https://frontend-lacrei-pessoa-usuaria.vercel.app/,127,0,0
1696433519652,66,HTTP Request,200,OK,Thread Group 1-84,text,true,,11697,143,30,30,https://frontend-lacrei-pessoa-usuaria.vercel.app/,66,0,0
1696433517530,2228,HTTP Request,200,OK,Thread Group 1-90,text,true,,11697,143,29,29,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2227,0,0
1696433517598,2254,HTTP Request,200,OK,Thread Group 1-97,text,true,,11697,143,29,29,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2254,0,1
1696433517622,2230,HTTP Request,200,OK,Thread Group 1-99,text,true,,11697,143,29,29,https://frontend-lacrei-pessoa-usuaria.vercel.app/,2230,0,1
1696433519758,124,HTTP Request,200,OK,Thread Group 1-90,text,true,,11697,143,29,29,https://frontend-lacrei-pessoa-usuaria.vercel.app/,123,0,0
1696433519855,64,HTTP Request,200,OK,Thread Group 1-99,text,true,,11697,143,28,28,https://frontend-lacrei-pessoa-usuaria.vercel.app/,63,0,0
1696433519853,83,HTTP Request,200,OK,Thread Group 1-97,text,true,,11697,143,27,27,https://frontend-lacrei-pessoa-usuaria.vercel.app/,82,0,0
1696433517171,3192,HTTP Request,200,OK,Thread Group 1-54,text,true,,11697,143,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3192,0,0
1696433517220,3188,HTTP Request,200,OK,Thread Group 1-59,text,true,,11697,143,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3188,0,1
1696433520363,72,HTTP Request,200,OK,Thread Group 1-54,text,true,,11697,143,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/,71,0,0
1696433517235,3200,HTTP Request,200,OK,Thread Group 1-61,text,true,,11697,143,25,25,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3200,0,1
1696433517207,3230,HTTP Request,200,OK,Thread Group 1-58,text,true,,11697,143,25,25,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3229,0,1
1696433517231,3227,HTTP Request,200,OK,Thread Group 1-60,text,true,,11697,143,25,25,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3226,0,0
1696433517160,3300,HTTP Request,200,OK,Thread Group 1-53,text,true,,11697,143,25,25,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3299,0,1
1696433520409,66,HTTP Request,200,OK,Thread Group 1-59,text,true,,11697,143,25,25,https://frontend-lacrei-pessoa-usuaria.vercel.app/,65,0,0
1696433520435,66,HTTP Request,200,OK,Thread Group 1-61,text,true,,11697,143,24,24,https://frontend-lacrei-pessoa-usuaria.vercel.app/,65,0,0
1696433517290,3212,HTTP Request,200,OK,Thread Group 1-66,text,true,,11697,143,23,23,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3211,0,1
1696433517279,3232,HTTP Request,200,OK,Thread Group 1-65,text,true,,11697,143,23,23,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3232,0,1
